"ANSICODE","HYDROID","FULLNAME","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON"
NA,"110492699531",NA,"H2030",0,1084,"+37.1306319","-79.9620633"
NA,"110492699770",NA,"H2030",0,463,"+37.1356444","-79.8632977"
NA,"11019627241362",NA,"H2030",0,20537,"+36.8349393","-79.7244938"
NA,"110492700090",NA,"H2030",0,5992,"+37.0358018","-79.7475253"
NA,"110492699941",NA,"H2030",0,1792,"+36.9900937","-79.6357982"
NA,"110492700123",NA,"H2030",0,3102,"+36.9419553","-79.7301301"
NA,"110492699900",NA,"H2030",0,10483,"+37.0984282","-79.9823076"
NA,"110492699696",NA,"H2030",0,7586,"+36.9182805","-79.6663990"
NA,"110492700121",NA,"H2030",0,5901,"+36.8877741","-79.6873038"
NA,"110492699916",NA,"H2030",0,7341,"+36.8703763","-79.6414626"
NA,"110492699876",NA,"H2030",0,374,"+36.9291006","-79.7945576"
NA,"110492699836",NA,"H2030",0,1682,"+36.9017652","-79.6898936"
NA,"110492699775",NA,"H2030",0,3721,"+36.9005403","-79.6838060"
NA,"110492699806",NA,"H2030",0,2047,"+36.8628075","-79.7265547"
NA,"110492699786",NA,"H2030",0,2556,"+36.7962537","-79.7697029"
NA,"110492699779",NA,"H2030",0,933,"+37.0211694","-79.7353972"
NA,"110492699974",NA,"H2030",0,1416,"+37.1130667","-79.7933596"
NA,"110492700091",NA,"H2030",0,7211,"+37.0714932","-79.7173169"
NA,"110492699995",NA,"H2030",0,650,"+37.0622454","-79.8680500"
NA,"110492699764",NA,"H2030",0,1766,"+36.9044353","-79.6511099"
NA,"110492700119",NA,"H2030",0,647,"+36.9342193","-79.6742849"
NA,"110492700035",NA,"H2030",0,1208,"+36.9286243","-79.7867692"
NA,"110492699955",NA,"H2030",0,2031,"+36.9040398","-79.6504192"
NA,"110492700127",NA,"H2030",0,1162,"+36.9034377","-79.7218524"
NA,"110492699889",NA,"H2030",0,2556,"+36.9046059","-79.7400146"
NA,"110492700025",NA,"H2030",0,1345,"+36.9152012","-79.8220191"
NA,"110492699948",NA,"H2030",0,5565,"+36.8891579","-79.7231996"
NA,"110492699918",NA,"H2030",0,3751,"+36.8851351","-79.7434405"
NA,"110492699915",NA,"H2030",0,1398,"+36.8743419","-79.6831609"
NA,"110492699880",NA,"H2030",0,2297,"+36.8650218","-79.6805412"
NA,"110492699828",NA,"H2030",0,2031,"+36.8716673","-79.7428288"
NA,"110492699845",NA,"H2030",0,2674,"+36.8324652","-79.7423520"
NA,"110492699844",NA,"H2030",0,2709,"+36.8340314","-79.7865979"
NA,"110492700045",NA,"H2030",0,1975,"+36.8317090","-79.7408948"
NA,"110492699711",NA,"H2030",0,1094,"+37.1155113","-79.7964105"
NA,"110492700065",NA,"H2030",0,1656,"+37.1013286","-79.8073454"
NA,"110492699896",NA,"H2030",0,13172,"+37.0053985","-79.6958258"
NA,"110492699950",NA,"H2030",0,5363,"+37.1144680","-79.7942643"
NA,"110492699947",NA,"H2030",0,1495,"+36.9352763","-79.7801448"
NA,"110492699860",NA,"H2030",0,2457,"+36.9500439","-79.8419756"
NA,"110492699600",NA,"H2030",0,1001,"+36.9709657","-79.7944097"
NA,"110492699602",NA,"H2030",0,1899,"+36.9709781","-79.8160324"
NA,"110492699630",NA,"H2030",0,938,"+36.9075275","-79.6514317"
NA,"110492699636",NA,"H2030",0,1662,"+36.9258864","-79.8506526"
NA,"110492699647",NA,"H2030",0,917,"+36.8900575","-79.7004920"
NA,"110492699656",NA,"H2030",0,1003,"+36.8728579","-79.6769435"
NA,"110492699672",NA,"H2030",0,2759,"+36.8420230","-79.7099948"
NA,"110492699674",NA,"H2030",0,2611,"+36.8350771","-79.7407003"
NA,"110492699939",NA,"H2030",0,4840,"+36.8863987","-79.7514630"
NA,"110492699699",NA,"H2030",0,2267910,"+36.9328889","-79.6568538"
NA,"110492699965",NA,"H2030",0,2157,"+37.0546073","-79.8910227"
NA,"110492699706",NA,"H2030",0,1481,"+37.1442897","-80.1009958"
NA,"110492699713",NA,"H2030",0,5138,"+37.0306172","-79.9751249"
NA,"110492699903",NA,"H2030",0,4002,"+37.0859748","-80.0586280"
NA,"110492699766",NA,"H2030",0,290,"+37.0389403","-80.0130747"
NA,"110492699730",NA,"H2030",0,3842,"+37.0294766","-80.0196457"
NA,"110492699502",NA,"H2030",0,201,"+37.0110198","-80.0470466"
NA,"110492700049",NA,"H2030",0,3988,"+37.0562284","-79.9644806"
NA,"110492699541",NA,"H2030",0,2331,"+37.1137068","-80.0492611"
NA,"110492699567",NA,"H2030",0,167,"+37.0618258","-80.0755559"
NA,"110492699578",NA,"H2030",0,898,"+37.0498341","-80.0891073"
NA,"110492699595",NA,"H2030",0,4653,"+37.0220861","-80.1094188"
NA,"110492699618",NA,"H2030",0,810,"+36.9604172","-79.9596474"
NA,"110492699621",NA,"H2030",0,1011,"+36.9588594","-79.9587407"
NA,"110492699596",NA,"H2030",0,393,"+37.0076109","-80.0428164"
NA,"110492699683",NA,"H2030",0,9509,"+36.8787571","-79.9829620"
NA,"110492699902",NA,"H2030",0,20633,"+36.8657383","-79.9430653"
NA,"110492700052",NA,"H2030",0,2488,"+36.9135057","-79.8818644"
NA,"110492700027",NA,"H2030",0,10109,"+36.9411691","-79.8868070"
NA,"110492699640",NA,"H2030",0,703,"+36.9427052","-80.0489050"
NA,"110492700133",NA,"H2030",0,947,"+37.1982280","-79.8121960"
NA,"110492699978",NA,"H2030",0,1047,"+37.1989801","-79.8613420"
NA,"110492699972",NA,"H2030",0,3354,"+37.1194175","-79.8712849"
NA,"110492700009",NA,"H2030",0,911,"+37.1214298","-79.9198182"
NA,"110492699909",NA,"H2030",0,3549,"+37.0998584","-79.8719347"
NA,"110492699907",NA,"H2030",0,3510,"+37.0659194","-79.8923624"
NA,"110492699717","Roanoke Riv","H2030",0,2653,"+37.2166746","-79.8310333"
NA,"110492699517",NA,"H2030",0,699,"+37.1502111","-79.8735460"
NA,"110492699519",NA,"H2030",0,1719,"+37.1426927","-79.9276620"
NA,"110492699527",NA,"H2030",0,1082,"+37.1259162","-79.9102008"
NA,"110492699470","Sunset Lk","H2030",0,35481,"+37.0937851","-79.8156494"
NA,"110492700138",NA,"H2030",0,2154,"+37.1577009","-79.8647372"
NA,"110492699473","Lynville Crk","H2030",0,287404,"+37.1819801","-79.7599667"
NA,"110492699694",NA,"H2030",0,7177,"+36.9537153","-79.8397143"
NA,"110492699977",NA,"H2030",0,3746,"+36.9235559","-79.7958310"
NA,"110492699737",NA,"H2030",0,211217,"+36.8790602","-79.6651515"
NA,"110492700016",NA,"H2030",0,1567,"+37.0667850","-79.7185424"
NA,"110492700000",NA,"H2030",0,996,"+37.0554389","-79.7920354"
NA,"110492699818",NA,"H2030",0,689,"+37.0458564","-79.7831033"
NA,"110492700004",NA,"H2030",0,543,"+37.0084237","-79.6109915"
NA,"110492699760",NA,"H2030",0,1146,"+37.0156299","-79.6881764"
NA,"110492699870",NA,"H2030",0,2246,"+37.0234790","-79.8169886"
NA,"110492699938",NA,"H2030",0,3425,"+37.0055458","-79.7232914"
NA,"110492700142",NA,"H2030",0,1934,"+36.9930778","-79.6759368"
NA,"110492699888",NA,"H2030",0,910,"+37.0059463","-79.8176044"
NA,"110492699534",NA,"H2030",0,1853,"+37.1218817","-79.9198368"
NA,"110492699538",NA,"H2030",0,199,"+37.0986035","-79.8809967"
NA,"110492699544",NA,"H2030",0,1237,"+37.0913752","-79.9301687"
NA,"110492700030",NA,"H2030",0,711,"+36.9112219","-79.6316858"
NA,"110492699831",NA,"H2030",0,3171,"+36.8851967","-79.7143541"
NA,"110492699803",NA,"H2030",0,2025,"+36.8461074","-79.7103326"
NA,"110492700063",NA,"H2030",0,1291,"+37.0890373","-79.7611176"
NA,"110492700051",NA,"H2030",0,2257,"+37.0182367","-79.7085292"
NA,"110492700115",NA,"H2030",0,1003,"+36.9969818","-79.7205316"
NA,"110492699778",NA,"H2030",0,3007,"+36.9667685","-79.6672162"
NA,"110492699866",NA,"H2030",0,5632,"+36.9651415","-79.7547303"
NA,"110492699691",NA,"H2030",0,1417,"+37.1148116","-79.8106529"
NA,"110492699934",NA,"H2030",0,5239,"+37.1313655","-79.7549486"
NA,"110492700010",NA,"H2030",0,559,"+37.0081644","-79.8864682"
NA,"110492699501",NA,"H2030",0,737,"+37.0073313","-79.8878606"
NA,"110492699777",NA,"H2030",0,651,"+36.9534292","-79.8836970"
NA,"110492699868",NA,"H2030",0,3111,"+36.9391043","-79.6401469"
NA,"110492700099",NA,"H2030",0,631,"+36.9270562","-79.7057373"
NA,"110492699754",NA,"H2030",0,704,"+36.9095182","-79.8140555"
NA,"110492699751",NA,"H2030",0,1714,"+36.8810192","-79.6571136"
NA,"110492700128",NA,"H2030",0,481,"+36.9341836","-79.6710244"
NA,"110492700033",NA,"H2030",0,1254,"+36.9231525","-79.6277192"
NA,"110492699997",NA,"H2030",0,162,"+36.9309538","-79.8167262"
NA,"110492700076",NA,"H2030",0,6055,"+36.9084390","-79.6642390"
NA,"110492699810",NA,"H2030",0,2004,"+36.9084612","-79.7006564"
NA,"110492699952",NA,"H2030",0,2836,"+36.8850506","-79.6936768"
NA,"110492699944",NA,"H2030",0,589,"+36.8894690","-79.7544071"
NA,"110492699838",NA,"H2030",0,8694,"+36.8884996","-79.7533882"
NA,"110492699994",NA,"H2030",0,671,"+36.8731205","-79.7171096"
NA,"110492699800",NA,"H2030",0,759,"+36.8631416","-79.7623885"
NA,"110492699727",NA,"H2030",0,3401,"+36.8428303","-79.7102802"
NA,"110492699781",NA,"H2030",0,11609,"+36.8191433","-79.8326869"
NA,"110492699745",NA,"H2030",0,6446,"+36.8522704","-79.7275078"
NA,"110492699500",NA,"H2030",0,954,"+36.8787637","-79.6834220"
NA,"110492699486","Smith Mountain Lk","H2030",0,2873,"+37.0674631","-79.6325318"
NA,"110492699571",NA,"H2030",0,700,"+37.0165874","-79.7878262"
NA,"110492699589",NA,"H2030",0,6196,"+36.9965326","-79.7767390"
NA,"110492699712",NA,"H2030",0,2218,"+37.1151007","-79.7955066"
NA,"110492699690",NA,"H2030",0,10505,"+37.1226128","-79.6814880"
NA,"110492699923",NA,"H2030",0,2114,"+36.8952968","-79.7364650"
NA,"110492699688",NA,"H2030",0,5372,"+36.8681282","-79.7620494"
NA,"11019627241446",NA,"H2030",0,20568,"+36.8363023","-79.7179700"
NA,"110492699611",NA,"H2030",0,1406,"+36.9494997","-79.8099105"
NA,"110492699616",NA,"H2030",0,87,"+36.9495588","-79.8420697"
NA,"110492699617",NA,"H2030",0,335,"+36.9399943","-79.7784516"
NA,"110492699631",NA,"H2030",0,2956,"+36.9091113","-79.6804919"
NA,"110492699663",NA,"H2030",0,4825,"+36.8866765","-79.8506382"
NA,"110492699676",NA,"H2030",0,1095,"+36.8205153","-79.7899556"
NA,"110492699933",NA,"H2030",0,3356,"+37.0487639","-80.0502962"
NA,"110492700043",NA,"H2030",0,8934,"+37.0154760","-79.9753831"
NA,"110492699556",NA,"H2030",0,776,"+37.0660324","-79.9770630"
NA,"110492699557",NA,"H2030",0,725,"+37.0635945","-79.9619034"
NA,"110492699565",NA,"H2030",0,1298,"+37.0458835","-79.9291289"
NA,"110492699566",NA,"H2030",0,2092,"+37.0459004","-79.9461856"
NA,"110492699586",NA,"H2030",0,5521,"+37.0236007","-79.9608087"
NA,"110492699597",NA,"H2030",0,261,"+36.9931575","-79.9443014"
NA,"110492699603",NA,"H2030",0,6394,"+36.9876030","-79.9470333"
NA,"110492699570",NA,"H2030",0,332,"+37.0319707","-79.8898962"
NA,"110492699698",NA,"H2030",0,18497,"+36.8329744","-79.9376897"
NA,"110492699834",NA,"H2030",0,10043,"+36.9465545","-80.0820555"
NA,"110492699627",NA,"H2030",0,2698,"+36.9560075","-79.9784700"
NA,"110492699648",NA,"H2030",0,1592,"+36.9241618","-79.9554818"
NA,"11029550235690","Roanoke Riv","H2030",0,1126833,"+37.2273454","-79.7943058"
NA,"110492699755",NA,"H2030",0,717,"+37.1363308","-79.8593525"
NA,"110492699520",NA,"H2030",0,1350,"+37.1414936","-79.9256496"
NA,"110492700141",NA,"H2030",0,9766,"+36.9976028","-79.7645754"
NA,"110492700037",NA,"H2030",0,752,"+36.9490074","-79.6185859"
NA,"110492699964",NA,"H2030",0,5339,"+36.9330548","-79.8401957"
NA,"110492699956",NA,"H2030",0,810,"+37.0102139","-79.7047871"
NA,"110492700001",NA,"H2030",0,3513,"+36.9956782","-79.6338929"
NA,"110492699899",NA,"H2030",0,3000,"+37.0153415","-79.7365571"
NA,"110492699543",NA,"H2030",0,7925,"+37.0890864","-79.9105133"
NA,"110492700054",NA,"H2030",0,6857,"+36.8860579","-79.6627531"
NA,"110492699856",NA,"H2030",0,509,"+36.9226016","-79.6793372"
NA,"110492699837",NA,"H2030",0,2219,"+36.8944681","-79.6367825"
NA,"110492699829",NA,"H2030",0,1264,"+36.8747695","-79.6508116"
NA,"110492699773",NA,"H2030",0,1724,"+36.8721199","-79.6492463"
NA,"110492699801",NA,"H2030",0,1004,"+36.8520370","-79.7726382"
NA,"110492699799",NA,"H2030",0,2554,"+36.8464980","-79.7373795"
NA,"110492699797",NA,"H2030",0,1995,"+36.8395349","-79.7387789"
NA,"110492699795",NA,"H2030",0,593,"+36.8378632","-79.7389005"
NA,"110492699771",NA,"H2030",0,1934,"+36.8277794","-79.7676043"
NA,"110492700022",NA,"H2030",0,10085,"+37.0108488","-79.7387041"
NA,"110492700109",NA,"H2030",0,2947,"+36.9798650","-79.7469468"
NA,"110492700100",NA,"H2030",0,332,"+37.0980084","-79.7710472"
NA,"110492699634",NA,"H2030",0,1657,"+36.9406560","-79.9187082"
NA,"110492700098",NA,"H2030",0,2838,"+36.9086792","-79.7054389"
NA,"110492699848",NA,"H2030",0,309,"+36.8968170","-79.6707086"
NA,"110492699752",NA,"H2030",0,1170,"+36.8830296","-79.6511191"
NA,"110492699750",NA,"H2030",0,1148,"+36.8919437","-79.7375838"
NA,"110492700132",NA,"H2030",0,975,"+36.9308802","-79.6249845"
NA,"110492699962",NA,"H2030",0,269,"+36.9294422","-79.8160866"
NA,"110492699920",NA,"H2030",0,1199,"+36.9062604","-79.7177637"
NA,"110492700074",NA,"H2030",0,714,"+36.9084706","-79.7353564"
NA,"110492700062",NA,"H2030",0,5099,"+36.8984522","-79.7419399"
NA,"110492699492",NA,"H2030",0,2709,"+36.9080602","-79.8407550"
NA,"110492700053",NA,"H2030",0,1621,"+36.8925044","-79.7269047"
NA,"110492699913",NA,"H2030",0,874,"+36.8699119","-79.6840337"
NA,"110492699991",NA,"H2030",0,2202,"+36.8763063","-79.7702659"
NA,"110492699821",NA,"H2030",0,2606,"+36.8623711","-79.7076084"
NA,"110492700024",NA,"H2030",0,1043,"+36.8735970","-79.9083701"
NA,"110492699817",NA,"H2030",0,745,"+36.8352793","-79.8187982"
NA,"110492699840",NA,"H2030",0,587,"+36.8194552","-79.8265545"
NA,"110492699512",NA,"H2030",0,624,"+37.1498242","-79.7881325"
NA,"110492700056",NA,"H2030",0,2512,"+37.0689250","-79.7043876"
NA,"110492699564",NA,"H2030",0,519,"+37.0284725","-79.7961655"
NA,"110492699892",NA,"H2030",0,4370,"+37.0091810","-79.8065953"
NA,"110492699518",NA,"H2030",0,1017,"+37.1281866","-79.7575792"
NA,"110492699724",NA,"H2030",0,3803,"+36.9001304","-79.6344927"
NA,"110492699761",NA,"H2030",0,4000,"+36.9018742","-79.7082775"
NA,"110492699614",NA,"H2030",0,3136,"+36.9489105","-79.8309125"
NA,"110492699623",NA,"H2030",0,1192,"+36.9460151","-79.8727355"
NA,"110492699639",NA,"H2030",0,1877,"+36.9151558","-79.8209341"
NA,"110492699651",NA,"H2030",0,803,"+36.8782319","-79.6564508"
NA,"110492699657",NA,"H2030",0,746,"+36.8738650","-79.6993190"
NA,"110492699669",NA,"H2030",0,799,"+36.8495189","-79.6804676"
NA,"110492699671",NA,"H2030",0,803,"+36.8500627","-79.7398028"
NA,"110492699675",NA,"H2030",0,521,"+36.8381996","-79.9178430"
NA,"110492699785","Lk Simms","H2030",0,5100,"+36.9488729","-79.9418833"
NA,"110492700088",NA,"H2030",0,2772,"+37.1041676","-80.0505445"
NA,"110492699961",NA,"H2030",0,3956,"+37.0609205","-79.9593774"
NA,"110492699738",NA,"H2030",0,1458,"+37.0523983","-79.9506779"
NA,"110492699953",NA,"H2030",0,3492,"+37.0425040","-79.9535444"
NA,"110492700136",NA,"H2030",0,1205,"+36.9912157","-80.0581089"
NA,"110492699735",NA,"H2030",0,1767,"+37.1459264","-80.0158408"
NA,"110492699558",NA,"H2030",0,5157,"+37.0715026","-80.0585808"
NA,"110492699574",NA,"H2030",0,335,"+37.0535731","-80.0855167"
NA,"110492699579",NA,"H2030",0,1960,"+37.0227730","-79.9261479"
NA,"110492699584",NA,"H2030",0,1419,"+37.0183429","-79.9160931"
NA,"110492700064",NA,"H2030",0,6046,"+36.9196599","-79.8979243"
NA,"110492699942",NA,"H2030",0,8912,"+36.9261652","-80.0279081"
NA,"110492699912",NA,"H2030",0,3773,"+36.9076603","-79.9855781"
NA,"110492699863",NA,"H2030",0,3778,"+36.8865513","-79.9028020"
NA,"110492700139",NA,"H2030",0,16788,"+37.0801891","-79.9702448"
NA,"110492700135",NA,"H2030",0,981,"+37.2020496","-79.8154288"
NA,"110492700041",NA,"H2030",0,1231,"+37.1941669","-79.8720881"
NA,"110492699741",NA,"H2030",0,875,"+37.1377020","-79.8868975"
NA,"110492700117",NA,"H2030",0,764,"+37.1290240","-79.9583697"
NA,"110492700047",NA,"H2030",0,1112,"+37.0973790","-79.9086255"
NA,"11029550235584","Smith Mountain Lk","H2030",0,42699635,"+37.0441750","-79.6341128"
NA,"110492699507",NA,"H2030",0,2278,"+37.1870711","-79.8051431"
NA,"110492699508",NA,"H2030",0,880,"+37.1901607","-79.8411430"
NA,"110492699784",NA,"H2030",0,31328,"+37.1067731","-79.8794476"
NA,"110492699780",NA,"H2030",0,8183,"+36.8528925","-79.7067374"
NA,"110492700069",NA,"H2030",0,4489,"+37.0935595","-79.8204031"
NA,"110492699703",NA,"H2030",0,1356,"+37.0587114","-79.7580181"
NA,"110492700005",NA,"H2030",0,399,"+37.0262077","-79.7364368"
NA,"110492699736",NA,"H2030",0,484,"+37.0235913","-79.7410593"
NA,"110492700131",NA,"H2030",0,2880,"+37.0031806","-79.7975632"
NA,"110492700028",NA,"H2030",0,960,"+36.9580364","-79.7181326"
NA,"110492699499",NA,"H2030",0,155,"+37.0031735","-79.7780701"
NA,"110492699858",NA,"H2030",0,674,"+36.9231131","-79.6757353"
NA,"110492699835",NA,"H2030",0,2787,"+36.8880980","-79.6477627"
NA,"110492699802",NA,"H2030",0,2035,"+36.8477678","-79.7392459"
NA,"110492700118",NA,"H2030",0,1303,"+36.9966208","-79.6982409"
NA,"110492699782",NA,"H2030",0,2224,"+37.1474650","-79.7986388"
NA,"110492699931","Hetrick Pond","H2030",0,16120,"+37.1291814","-79.7468015"
NA,"110492699704",NA,"H2030",0,362,"+37.1079963","-79.8158429"
NA,"110492699932",NA,"H2030",0,4068,"+37.1136085","-79.7936845"
NA,"110492699898",NA,"H2030",0,1561,"+37.0817936","-79.8640242"
NA,"110492700077",NA,"H2030",0,1511,"+37.0475525","-79.8739556"
NA,"110492699503",NA,"H2030",0,196,"+36.9848690","-79.8876120"
NA,"110492699504",NA,"H2030",0,78,"+36.9848410","-79.8880750"
NA,"110492699562",NA,"H2030",0,443,"+37.0401091","-79.8485467"
NA,"110492699774",NA,"H2030",0,1168,"+36.9213169","-79.6463356"
NA,"110492700082",NA,"H2030",0,1231,"+36.9066338","-79.6312595"
NA,"110492700095",NA,"H2030",0,2077,"+36.9068782","-79.7072248"
NA,"110492700089",NA,"H2030",0,720,"+36.8939710","-79.6445285"
NA,"110492700084",NA,"H2030",0,2415,"+36.8904299","-79.6499124"
NA,"110492699887",NA,"H2030",0,1264,"+36.9325164","-79.6311119"
NA,"110492700078",NA,"H2030",0,4937,"+36.9289158","-79.6781235"
NA,"110492699714",NA,"H2030",0,7758,"+36.9505962","-79.8771070"
NA,"110492699988",NA,"H2030",0,644,"+36.9266130","-79.7019895"
NA,"110492700050",NA,"H2030",0,1444,"+36.9355607","-79.7927922"
NA,"110492699960",NA,"H2030",0,238,"+36.9293972","-79.8197285"
NA,"110492699496",NA,"H2030",0,1854,"+36.8955756","-79.6670799"
NA,"110492699540",NA,"H2030",0,7100,"+37.0696991","-79.7235600"
NA,"110492699922",NA,"H2030",0,2191,"+36.9034560","-79.6691573"
NA,"110492699882",NA,"H2030",0,1575,"+36.8999087","-79.7433838"
NA,"110492699954",NA,"H2030",0,3590,"+36.9093034","-79.8147246"
NA,"110492699970",NA,"H2030",0,983,"+36.9090812","-79.8194060"
NA,"110492699823",NA,"H2030",0,2107,"+36.8639219","-79.6989937"
NA,"110492699798",NA,"H2030",0,709,"+36.8573807","-79.7228795"
NA,"110492699796",NA,"H2030",0,1644,"+36.8634771","-79.7819077"
NA,"110492699911",NA,"H2030",0,2651,"+36.8707329","-79.8958719"
NA,"110492699846",NA,"H2030",0,256,"+36.8389503","-79.7807941"
NA,"110492699855",NA,"H2030",0,2561,"+36.8323033","-79.7620111"
NA,"110492699748",NA,"H2030",0,728,"+36.8753674","-79.6793459"
NA,"110492699744",NA,"H2030",0,3987,"+36.8550826","-79.7650083"
NA,"110492699743",NA,"H2030",0,267,"+36.8181343","-79.7973408"
NA,"110492699729",NA,"H2030",0,2926,"+36.9740158","-79.8576883"
NA,"110492699524",NA,"H2030",0,1183,"+37.1123360","-79.7444640"
NA,"110492699554",NA,"H2030",0,3050,"+37.0339490","-79.7263999"
NA,"110492699560",NA,"H2030",0,355,"+37.0216023","-79.7062873"
NA,"110492699593",NA,"H2030",0,5047,"+36.9830743","-79.7372402"
NA,"110492699608",NA,"H2030",0,755,"+36.9410751","-79.7223139"
NA,"110492699610",NA,"H2030",0,481,"+36.9359154","-79.7063541"
NA,"110492699633",NA,"H2030",0,485,"+36.9051949","-79.6514032"
NA,"110492699646",NA,"H2030",0,630,"+36.9043623","-79.8051912"
NA,"110492699650",NA,"H2030",0,1175,"+36.8896459","-79.7109949"
NA,"110492699658",NA,"H2030",0,2139,"+36.8922526","-79.8440739"
NA,"110492699662",NA,"H2030",0,13866,"+36.8861802","-79.8367919"
NA,"110492699666",NA,"H2030",0,816,"+36.8819812","-79.9014162"
NA,"110492699678",NA,"H2030",0,453,"+36.8374781","-79.9181156"
NA,"110492699626",NA,"H2030",0,2717,"+36.9365265","-79.8349134"
NA,"110492699999",NA,"H2030",0,985,"+36.9249239","-79.6295326"
NA,"110484305568",NA,"H3010",0,10833,"+37.6080959","-77.0941273"
NA,"110484305551",NA,"H2030",0,74397,"+37.5196395","-77.2069394"
NA,"110484305553","Tom Brooks Lk","H2030",0,58911,"+37.5060075","-77.1830288"
NA,"110484305518","Lilly Point Marsh","H3010",0,22627,"+37.5547832","-77.0012146"
NA,"110484305538",NA,"H2030",0,13381,"+37.5237452","-76.8350223"
NA,"110484305479","Davis Pond","H2030",0,80597,"+37.4674662","-76.8205914"
NA,"110484305470","Ware Crk","H3010",0,24066,"+37.4582279","-76.7595819"
NA,"110484305475","Black Crk","H3010",0,1076,"+37.5956955","-77.0795197"
NA,"110484305542","Groves Lk","H2030",0,21074,"+37.5802706","-77.1115132"
NA,"11025366122730","Matadequin Crk","H3010",0,745,"+37.6247586","-77.1268302"
NA,"110484305555",NA,"H2030",0,25446,"+37.5281205","-77.1572081"
NA,"110484305557",NA,"H2030",0,28543,"+37.4375745","-77.0465144"
NA,"110484305556",NA,"H2030",0,125350,"+37.4368656","-77.0415011"
NA,"110484305520","Chickahominy Riv","H3010",0,3381285,"+37.3900055","-76.9333538"
NA,"110484305539",NA,"H2030",0,10468,"+37.5179526","-76.8316961"
NA,"110484305558",NA,"H2030",0,21146,"+37.5075489","-76.8486474"
NA,"11029550235687","Diascund Creek Reservoir","H2040",0,4000056,"+37.4320814","-76.9111607"
NA,"110484305554",NA,"H2030",0,20397,"+37.5115815","-77.1734247"
NA,"110484305562",NA,"H3010",0,28638,"+37.4212522","-76.9998374"
NA,"110484305485","Goddins Pond","H2030",0,203307,"+37.4784275","-76.7990215"
NA,"110484305549",NA,"H2030",0,11614,"+37.4661883","-76.8050634"
NA,"110484305569",NA,"H3010",0,15985,"+37.5951447","-77.0823000"
NA,"11035962069316",NA,"H2030",0,7359,"+37.5468680","-77.1107615"
NA,"110484305516","Old Forge Pond","H2030",0,330057,"+37.4554328","-77.0431675"
NA,"110484305564",NA,"H3010",0,155439,"+37.5779791","-76.9767575"
NA,"110484305531",NA,"H2030",0,89621,"+37.4491062","-77.0910725"
NA,"110484305478","Davis Pond","H2030",0,113621,"+37.5097773","-76.8289063"
NA,"110484305473","York Riv","H3010",0,10117325,"+37.4915724","-76.7762882"
NA,"1102479363082","Taylor Pond","H2030",0,185067,"+37.4972742","-76.8243232"
NA,"11029550235794","Pamunkey Riv","H3010",0,12845368,"+37.5320680","-76.8417324"
NA,"110484305541",NA,"H2030",0,19358,"+37.6004043","-77.1031963"
NA,"110484305543",NA,"H2030",0,21252,"+37.5678555","-77.0910542"
NA,"110484305521","Cattail Swamp Pond","H2030",0,108256,"+37.5721099","-77.1649968"
NA,"110484305468","Lilly Point Marsh","H3010",0,369858,"+37.5542265","-76.9922865"
NA,"110484305547","Balls Pond","H2030",0,8707,"+37.4828246","-76.8865178"
NA,"110484305532",NA,"H2030",0,22880,"+37.4351322","-77.0441251"
NA,"110484305533",NA,"H2030",0,31873,"+37.4318946","-77.0449847"
NA,"110484305534",NA,"H2030",0,115196,"+37.4318299","-77.0415238"
NA,"110484305563",NA,"H3010",0,851,"+37.4259960","-76.9999806"
NA,"1106081578188","Diascund Crk","H3010",0,356895,"+37.3995555","-76.8983760"
NA,"110484305469","Kent Lk","H2030",0,550957,"+37.4877050","-77.1281995"
NA,"110484305570",NA,"H3010",0,148842,"+37.5275153","-76.8097135"
NA,"110484305550",NA,"H2030",0,11235,"+37.4475366","-76.7705835"
NA,"110484305519","Richardson Millpond","H2030",0,56806,"+37.4379887","-76.7952031"
NA,"1106081577219","Ware Crk","H3010",0,1796,"+37.4449295","-76.7595509"
NA,"110484305540",NA,"H2030",0,84553,"+37.6087559","-77.1072664"
NA,"110484305545",NA,"H2030",0,20319,"+37.5477998","-77.1081732"
NA,"110484305535",NA,"H2030",0,26828,"+37.5436525","-76.9875650"
NA,"110484305480","Holts Crk","H3010",0,279239,"+37.5422600","-76.9950077"
NA,"110484305537",NA,"H2030",0,20557,"+37.5293892","-76.8798076"
NA,"110484305560",NA,"H3010",0,180495,"+37.5591606","-76.9726578"
NA,"110484305567",NA,"H3010",0,14922,"+37.5744228","-76.9638115"
NA,"110484305561",NA,"H3010",0,646574,"+37.4157859","-76.9515219"
NA,"110484305486","Wahrani Swamp","H2030",0,17,"+37.4633896","-76.9269113"
NA,"110484305566",NA,"H3010",0,82137,"+37.4836389","-76.7709025"
NA,"110484305559",NA,"H2030",0,1222,"+37.4491895","-76.8369840"
NA,"1103069699440","Pamunkey Riv","H3010",0,2686,"+37.6263882","-77.1231088"
NA,"110484305536",NA,"H2030",0,12775,"+37.5327030","-76.9262918"
NA,"110484305476","Cooks Millpond","H2030",0,86819,"+37.5283167","-76.9123959"
NA,"110484305548",NA,"H2030",0,8252,"+37.4630682","-76.9263395"
NA,"1106081577218","Ware Crk","H3010",0,1916,"+37.4439380","-76.7595418"
NA,"110484305546",NA,"H2030",0,41709,"+37.5388978","-77.0894975"
NA,"110484305552",NA,"H2030",0,31634,"+37.5097205","-77.1771043"
